task,kind,partition,algorithm,seed,budget,fe,physical_calls,seconds,unique_evaluated,audit_pass,audit_fallbacks,model_authorized,overrides,model_fits,surrogate_predictions,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,reference_kind
tour_n16,tour,stress,fast_v10,13903,2048,2048,2048,0.8868237470001077,2048,True,0,0,0,0,0,0.2773906322888616,0.1089067155643483,0.06345616426888219,0.23636363636363636,False,27,55,0.1089067155643483,0.10890671555267878,0.06345616426435889,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_typed,13903,2048,2048,2048,0.6914404710000781,2048,True,0,0,0,0,0,0.35933397006143375,0.05756192991017254,0.04312019519183664,0.2727272727272727,False,32,55,0.05733259852176062,0.05756192991475137,0.04312019519019308,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_guarded,13902,2048,2048,2048,3.256138519999922,2048,True,0,0,262,31,13133,0.26237831267902684,0.0024366481938070837,0.0014776459690909087,0.5818181818181818,False,32,55,0.0010885517870862765,0.00243664819875678,0.0014776459652497034,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_typed,13901,2048,2048,2048,0.9287343109999712,2048,True,0,0,0,0,0,0.2509842007639123,0.04950067853170287,0.027036795539127974,0.2727272727272727,False,29,55,0.04950067853170287,0.049500678536365646,0.027036795535700493,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_guarded,13905,2048,2048,2048,3.290065205000019,2048,True,0,0,319,31,13124,0.24312398195176757,0.012366804422174136,0.007580061920509135,0.38181818181818183,False,32,55,0.010774975659939377,0.012366804415870935,0.007580061920178455,pooled_observations_NOT_exact
tour_n16,tour,stress,fast_v10,13906,2048,2048,2048,0.7082137570000668,2048,True,0,0,0,0,0,0.23027908783970452,0.03313570268525382,0.01943055042535845,0.32727272727272727,False,32,55,0.03272608923983471,0.03313570268053021,0.019430550419212777,pooled_observations_NOT_exact
tour_n16,tour,stress,no_uncertainty_linear,13905,2048,2048,2048,3.0984510250000312,2048,True,0,0,196,31,14013,0.21489782087379047,0.023055020425902156,0.013950900322405297,0.34545454545454546,False,32,55,0.021766419917505043,0.023055020435194935,0.013950900327507565,pooled_observations_NOT_exact
tour_n16,tour,stress,fast_v10,13904,2048,2048,2048,0.9934651109999776,2048,True,0,0,0,0,0,0.22570546308613906,0.041685876477186704,0.026370975740067713,0.2909090909090909,False,32,55,0.0416232759866506,0.04168587647046128,0.02637097573078196,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_typed,13904,2048,2048,2048,0.7498026219998337,2048,True,0,0,0,0,0,0.30047377866121316,0.04079838179522294,0.021006540377129984,0.32727272727272727,False,29,55,0.04079838179522294,0.040798381800078616,0.02100654037637098,pooled_observations_NOT_exact
tour_n16,tour,stress,fast_v10,13905,2048,2048,2048,0.7606775570000082,2048,True,0,0,0,0,0,0.27388471074822235,0.0566197590640199,0.035573770754814896,0.23636363636363636,False,31,55,0.0566197590640199,0.05661975906493433,0.035573770751942506,pooled_observations_NOT_exact
