task,kind,algorithm,seed,budget,fe,physical_calls,seconds,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,overrides,extra_pure_proposals,neighbor_builds,neighbor_cache_hits,neighbor_filter_checks,model_fits,predictions,unique_evaluated
tour_new2,tour,local7,74506,1024,1024,1024,3.4840160619999097,0.10368341772275436,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,19,0,24,738,31971,15,4702,977
tour_new3,tour,local7,74501,1024,1024,1024,5.16554565499996,0.10064882601128673,0.0,0.0,1.0,True,19,19,0.0,0.0,0.0,20,0,30,745,27090,15,4177,956
tour_new3,tour,local7,74502,1024,1024,1024,3.885641093000004,0.10616641976352792,0.0,0.0,1.0,True,19,19,0.0,0.0,0.0,20,0,26,761,28526,15,4394,970
tour_new3,tour,local7,74503,1024,1024,1024,2.38999625800011,0.10536005510514423,0.0,0.0,1.0,True,19,19,0.0,0.0,0.0,37,0,36,739,29387,15,4599,970
tour_new3,tour,local7,74504,1024,1024,1024,2.742581052000105,0.07823717510661686,0.0,0.0,1.0,True,19,19,0.0,0.0,0.0,29,0,27,737,27484,15,4430,938
tour_new3,tour,local7,74505,1024,1024,1024,3.0565926599999784,0.08843319845144022,0.0,0.0,1.0,True,19,19,0.0,0.0,0.0,15,0,25,742,27830,15,4151,956
tour_new3,tour,local7,74506,1024,1024,1024,3.1120153800000026,0.11460187673918334,0.0,0.0,1.0,True,19,19,0.0,0.0,0.0,27,0,34,742,28134,15,4493,953
tour_new4,tour,local7,74501,1024,1024,1024,3.2133187750000616,0.05988212472089799,5.935706394592024e-07,4.23727419354792e-06,0.967741935483871,False,30,31,5.935706394592024e-07,5.935705586118262e-07,4.237273647712142e-06,31,0,39,730,25625,15,4866,955
tour_new4,tour,local7,74502,1024,1024,1024,3.8682586909999372,0.057487479224666106,0.0,0.0,1.0,True,31,31,0.0,0.0,0.0,42,0,45,726,30415,15,5591,993
tour_new4,tour,local7,74503,1024,1024,1024,3.6889511320000565,0.05866961452533202,0.00028154588870453175,0.00020664764516129032,0.9354838709677419,False,30,31,0.00028154588870453175,0.0002815458897485822,0.00020664764572607741,34,0,41,715,25873,15,4800,979
tour_new4,tour,local7,74504,1024,1024,1024,2.9909516719999374,0.0420228225222344,0.0,0.0,1.0,True,31,31,0.0,0.0,0.0,36,0,40,734,27167,15,4931,978
tour_new4,tour,local7,74505,1024,1024,1024,2.8351724750000358,0.08962821142510691,0.00016655767076836952,5.4005464516129035e-05,0.967741935483871,False,30,31,0.00016655767076836952,0.0001665576713261272,5.40054646966535e-05,46,0,43,732,26103,15,4922,976
